product_id	carac_id	poids	valeur
164113	978	1.0	Sparadrap TRANSPORE 50mmx9,1m 3M (1 x 6)
164113	977	0.5	Sparadrap TRANSPORE 50mmx9,1m 3M (1 x 6)
164113	995	0.5	126138
164113	1012	0.5	1527-2
164113	993	0.5	3M
164113	1011	0.5	
164113	1047	0.5	
164113	989	0.5	
164113	957	0.5	
164113	961	0.5	
164113	965	0.5	5cm x 9,1m
164113	987	0.5	plastique
164113	986	0.5	
164113	988	0.5	Transpore
164113	1019	0.5	
164114	978	1.0	Microfoam bandage compressif,50mmx5 m,(boite 6 rl.)
164114	977	0.5	Microfoam bandage compressif,50mmx5 m,(boite 6 rl.)
164114	995	0.5	126138
164114	1012	0.5	1528-2
164114	993	0.5	3M
164114	1011	0.5	
164114	1047	0.5	
164114	989	0.5	
164114	957	0.5	
164114	961	0.5	
164114	965	0.5	50mmx5m 
164114	987	0.5	
164114	986	0.5	
164114	988	0.5	
164114	1019	0.5	
164115	978	1.0	Microfoam bandage compressif,100mmx5m,(boite 3 rl.)
164115	977	0.5	Microfoam bandage compressif,100mmx5m,(boite 3 rl.)
164115	995	0.5	126138
164115	1012	0.5	1528-4
164115	993	0.5	3M
164115	1011	0.5	
164115	1047	0.5	
164115	989	0.5	
164115	957	0.5	
164115	961	0.5	
164115	965	0.5	100mmx5m 
164115	987	0.5	
164115	986	0.5	
164115	988	0.5	
164115	1019	0.5	
164116	978	1.0	Sparadrap MICROPORE 1,25cmx9,14m 3M (1 x 24)
164116	977	0.5	Sparadrap MICROPORE 1,25cmx9,14m 3M (1 x 24)
164116	995	0.5	126138
164116	1012	0.5	1530-0
164116	993	0.5	3M
164116	1011	0.5	
164116	1047	0.5	
164116	989	0.5	
164116	957	0.5	
164116	961	0.5	blanc
164116	965	0.5	1,25cm x 9,1m
164116	987	0.5	
164116	986	0.5	
164116	988	0.5	
164116	1019	0.5	
164117	978	1.0	Micropore blanc 2.54cmx914cm boîte 12 rlx
164117	977	0.5	Micropore blanc 2.54cmx914cm boîte 12 rlx
164117	995	0.5	126138
164117	1012	0.5	1530-1
164117	993	0.5	3M
164117	1011	0.5	
164117	1047	0.5	
164117	989	0.5	
164117	957	0.5	
164117	961	0.5	blanc
164117	965	0.5	2.54 cm x 914 cm
164117	987	0.5	
164117	986	0.5	
164117	988	0.5	
164117	1019	0.5	
164118	978	1.0	Micropore blanc 5.08cmx914cm boîte 6 rlx
164118	977	0.5	Micropore blanc 5.08cmx914cm boîte 6 rlx
164118	995	0.5	126138
164118	1012	0.5	1530-2
164118	993	0.5	3M
164118	1011	0.5	
164118	1047	0.5	
164118	989	0.5	
164118	957	0.5	
164118	961	0.5	blanc
164118	965	0.5	5.08 cm x 914 cm
164118	987	0.5	
164118	986	0.5	
164118	988	0.5	
164118	1019	0.5	
164119	978	1.0	Micropore couleur chair 25mmx9.14 m boîte 12pc
164119	977	0.5	Micropore couleur chair 25mmx9.14 m boîte 12pc
164119	995	0.5	126138
164119	1012	0.5	1533-1
164119	993	0.5	3M
164119	1011	0.5	
164119	1047	0.5	
164119	989	0.5	
164119	957	0.5	
164119	961	0.5	chair
164119	965	0.5	25 mm x 9.14 m
164119	987	0.5	
164119	986	0.5	
164119	988	0.5	
164119	1019	0.5	
164120	978	1.0	Sparadra Durapore soie,25mmx9 m,boite 12 rlx
164120	977	0.5	Sparadra Durapore soie,25mmx9 m,boite 12 rlx
164120	995	0.5	126138
164120	1012	0.5	1538-1
