family_id	product_id	image_id	image_path
1	0	0	./chuv/00382903006298_PIECE_01.jpg
1	0	1	./chuv/00382903008674_PIECE_01.jpg
1	1	2	./chuv/00382903009121_PIECE_01.jpg
1	1	3	./chuv/00382903096282_PIECE_01.jpg
1	2	4	./chuv/00382903096497_PIECE_01.jpg
1	2	5	./chuv/00382903096589_PIECE_01.jpg
1	3	6	./chuv/00607915116453_PIECE_01.jpg
1	3	7	./chuv/00607915117733_PIECE_01.jpg
1	4	8	./chuv/00607915123703_PIECE_01.jpg
1	4	9	./chuv/00650862110012_PIECE_01.jpg
1	5	10	./chuv/00707387786502_PIECE_01.jpg
1	5	11	./chuv/00748426108930_PIECE_01.jpg
1	6	12	./chuv/00801741095009_PIECE_01.jpg
1	6	13	./chuv/00846159000214_PIECE_01.jpg
1	7	14	./chuv/00848106000049_PIECE_01.jpg
1	7	15	./chuv/00849554001268_PIECE_01.jpg
1	8	16	./chuv/00849554001992_PIECE_01.jpg
1	8	17	./chuv/00849554002067_PIECE_01.jpg
1	9	18	./chuv/00849554002074_PIECE_01.jpg
1	9	19	./chuv/00849554002098_PIECE_01.jpg
1	10	20	./chuv/00849554002104_PIECE_01.jpg
1	10	21	./chuv/00849554002531_PIECE_01.jpg
1	11	22	./chuv/00849554003323_PIECE_01.jpg
1	11	23	./chuv/00884389136181_SET_01.jpg
1	12	24	./chuv/00884389138161_PIECE_01.jpg
1	12	25	./chuv/00884389143806_SET_01.jpg
1	13	26	./chuv/03600040126844_PIECE_01.jpg
1	13	27	./chuv/03600040126974_PIECE_01.jpg
1	14	28	./chuv/03600040127100_PIECE_01.jpg
1	14	29	./chuv/04001895929090_BOITE_01.jpg
1	15	30	./chuv/04021447106861_BOITE_01.jpg
1	15	31	./chuv/04022495170163_PIECE_01.jpg
1	16	32	./chuv/04022495188069_PIECE_01.jpg
1	16	33	./chuv/04022495251060_PIECE_01.jpg
1	17	34	./chuv/04022495251114_PIECE_01.jpg
1	17	35	./chuv/04022495251169_PIECE_01.jpg
1	18	36	./chuv/04022495251862_PIECE_01.jpg
1	18	37	./chuv/04026704025916_PIECE_01.jpg
1	19	38	./chuv/04026704025923_PIECE_01.jpg
1	19	39	./chuv/04026704025930_PIECE_01.jpg
1	20	40	./chuv/04034393411101_PIECE_01.jpg
1	20	41	./chuv/04038653339204_PIECE_01.jpg
1	21	42	./chuv/04038653838585_BOITE_01.jpg
1	21	43	./chuv/04042809007596_PIECE_01.jpg
1	22	44	./chuv/04045439030682_PIECE_01.jpg
1	22	45	./chuv/04045439033737_BOITE_01.jpg
1	23	46	./chuv/04046719563784_BOITE_01.jpg
1	23	47	./chuv/04046719875412_BOITE_01.jpg
1	24	48	./chuv/04046963089504_PIECE_01.jpg
1	24	49	./chuv/04046963435738_PIECE_01.jpg
1	25	50	./chuv/04049539101198_PIECE_01.jpg
1	25	51	./chuv/04050147005211_PAQUET_01.jpg
1	26	52	./chuv/04054596430297_PIECE_01.jpg
1	26	53	./chuv/04054596430310_PIECE_01.jpg
1	27	54	./chuv/04250488600735_PIECE_01.jpg
