product_id	carac_id	poids	valeur
258056	978	1.0	
258056	977	1.0	
258056	995	1.0	
258056	1012	1.0	
258056	993	1.0	
258056	1011	1.0	
258056	1047	1.0	
258056	989	1.0	
258056	957	1.0	
258056	961	1.0	
258056	965	1.0	
258056	987	1.0	
258056	986	1.0	
258056	988	1.0	
258056	1019	1.0	
261353	978	1.0	Alèse Dri-Flo polym.absorbant 58x86cm 6x12
261353	977	1.0	Alèse Dri-Flo polym.absorbant 58x86cm 6x12
261353	995	1.0	126148
261353	1012	1.0	7046
261353	993	1.0	ArjoHuntley
261353	1011	1.0	
261353	1047	1.0	
261353	989	1.0	
261353	957	1.0	
261353	961	1.0	
261353	965	1.0	58x86cm
261353	987	1.0	
261353	986	1.0	
261353	988	1.0	
261353	1019	1.0	
258057	978	1.0	
258057	977	1.0	
258057	995	1.0	
258057	1012	1.0	
258057	993	1.0	
258057	1011	1.0	
258057	1047	1.0	
258057	989	1.0	
258057	957	1.0	
258057	961	1.0	
258057	965	1.0	
258057	987	1.0	
258057	986	1.0	
258057	988	1.0	
258057	1019	1.0	
261354	978	1.0	Attelle surale Flowtron mollet taille M max 43cm
261354	977	1.0	Attelle surale Flowtron mollet taille M max 43cm
261354	995	1.0	126148
261354	1012	1.0	DVT10
261354	993	1.0	
261354	1011	1.0	
261354	1047	1.0	
261354	989	1.0	Anti thrombique
261354	957	1.0	
261354	961	1.0	
261354	965	1.0	taille M max 43cm
261354	987	1.0	
261354	986	1.0	
261354	988	1.0	
261354	1019	1.0	
258058	978	1.0	
258058	977	1.0	
258058	995	1.0	
258058	1012	1.0	
258058	993	1.0	
258058	1011	1.0	
258058	1047	1.0	
258058	989	1.0	
258058	957	1.0	
258058	961	1.0	
258058	965	1.0	
258058	987	1.0	
258058	986	1.0	
258058	988	1.0	
258058	1019	1.0	
261355	978	1.0	Attelle surale Flowtron mollet taille L max 58cm
261355	977	1.0	Attelle surale Flowtron mollet taille L max 58cm
261355	995	1.0	126148
261355	1012	1.0	DVT20
261355	993	1.0	
261355	1011	1.0	
261355	1047	1.0	
261355	989	1.0	Anti thrombique
261355	957	1.0	
261355	961	1.0	
261355	965	1.0	taille L max 58cm
261355	987	1.0	
261355	986	1.0	
261355	988	1.0	
261355	1019	1.0	
258059	978	1.0	
258059	977	1.0	
258059	995	1.0	
258059	1012	1.0	
258059	993	1.0	
258059	1011	1.0	
258059	1047	1.0	
258059	989	1.0	
258059	957	1.0	
258059	961	1.0	
258059	965	1.0	
258059	987	1.0	
258059	986	1.0	
258059	988	1.0	
258059	1019	1.0	
261356	978	1.0	Attelle surale Flowtron jambe taille L max 71cm
261356	977	1.0	Attelle surale Flowtron jambe taille L max 71cm
261356	995	1.0	126148
261356	1012	1.0	DVT30
261356	993	1.0	
261356	1011	1.0	
261356	1047	1.0	
261356	989	1.0	
261356	957	1.0	
261356	961	1.0	
261356	965	1.0	taille L max 71cm
261356	987	1.0	
261356	986	1.0	
261356	988	1.0	
261356	1019	1.0	
258060	978	1.0	
258060	977	1.0	
258060	995	1.0	
258060	1012	1.0	
258060	993	1.0	
258060	1011	1.0	
258060	1047	1.0	
258060	989	1.0	
258060	957	1.0	
258060	961	1.0	
258060	965	1.0	
258060	987	1.0	
258060	986	1.0	
258060	988	1.0	
258060	1019	1.0	
261357	978	1.0	Attelle surale Flowtron jambe taille XL max 89cm
261357	977	1.0	Attelle surale Flowtron jambe taille XL max 89cm
261357	995	1.0	126148
261357	1012	1.0	DVT40
261357	993	1.0	
261357	1011	1.0	
261357	1047	1.0	
261357	989	1.0	
261357	957	1.0	
261357	961	1.0	
261357	965	1.0	taille XL max 89cm
261357	987	1.0	
261357	986	1.0	
261357	988	1.0	
261357	1019	1.0	
258061	978	1.0	
258061	977	1.0	
258061	995	1.0	
258061	1012	1.0	
258061	993	1.0	
258061	1011	1.0	
258061	1047	1.0	
258061	989	1.0	
258061	957	1.0	
258061	961	1.0	
258061	965	1.0	
258061	987	1.0	
258061	986	1.0	
258061	988	1.0	
258061	1019	1.0	
261358	978	1.0	Attelle surale Flowtron mollet taille XL max 71cm
261358	977	1.0	Attelle surale Flowtron mollet taille XL max 71cm
261358	995	1.0	126148
261358	1012	1.0	DVT60
261358	993	1.0	
261358	1011	1.0	
261358	1047	1.0	
261358	989	1.0	
261358	957	1.0	
261358	961	1.0	
261358	965	1.0	taille XL max 71cm
261358	987	1.0	
261358	986	1.0	
261358	988	1.0	
261358	1019	1.0	
258062	978	1.0	
258062	977	1.0	
258062	995	1.0	
258062	1012	1.0	
258062	993	1.0	
258062	1011	1.0	
258062	1047	1.0	
258062	989	1.0	
258062	957	1.0	
258062	961	1.0	
258062	965	1.0	
258062	987	1.0	
258062	986	1.0	
258062	988	1.0	
258062	1019	1.0	
261359	978	1.0	MAM Original lolette silicone 6-16 emballé désinfecté
261359	977	1.0	MAM Original lolette silicone 6-16 emballé désinfecté
261359	995	1.0	126149
261359	1012	1.0	319900
261359	993	1.0	
261359	1011	1.0	
261359	1047	1.0	
261359	989	1.0	
261359	957	1.0	
261359	961	1.0	
261359	965	1.0	
261359	987	1.0	silicone
261359	986	1.0	
261359	988	1.0	
261359	1019	1.0	
258063	978	1.0	
258063	977	1.0	
258063	995	1.0	
258063	1012	1.0	
258063	993	1.0	
258063	1011	1.0	
258063	1047	1.0	
258063	989	1.0	
258063	957	1.0	
258063	961	1.0	
258063	965	1.0	
258063	987	1.0	
258063	986	1.0	
258063	988	1.0	
258063	1019	1.0	
261360	978	1.0	Seringue d'irrigation Davol Bonneau
261360	977	1.0	Seringue d'irrigation
261360	995	1.0	126150
261360	1012	1.0	0035280
261360	993	1.0	
261360	1011	1.0	
261360	1047	1.0	
261360	989	1.0	
261360	957	1.0	
261360	961	1.0	
261360	965	1.0	
261360	987	1.0	
261360	986	1.0	
261360	988	1.0	
261360	1019	1.0	
258064	978	1.0	
258064	977	1.0	
258064	995	1.0	
258064	1012	1.0	
258064	993	1.0	
258064	1011	1.0	
258064	1047	1.0	
258064	989	1.0	
258064	957	1.0	
258064	961	1.0	
258064	965	1.0	
258064	987	1.0	
258064	986	1.0	
258064	988	1.0	
258064	1019	1.0	
261361	978	1.0	POCHE A URINE CENTER-ENTRY 4L
261361	977	1.0	POCHE A URINE CENTER-ENTRY 4L
261361	995	1.0	126150
261361	1012	1.0	153509
261361	993	1.0	
261361	1011	1.0	
261361	1047	1.0	
261361	989	1.0	
261361	957	1.0	
261361	961	1.0	
261361	965	1.0	4L
261361	987	1.0	
261361	986	1.0	
261361	988	1.0	
261361	1019	1.0	
258065	978	1.0	
258065	977	1.0	
258065	995	1.0	
258065	1012	1.0	
258065	993	1.0	
258065	1011	1.0	
258065	1047	1.0	
258065	989	1.0	
258065	957	1.0	
258065	961	1.0	
258065	965	1.0	
258065	987	1.0	
258065	986	1.0	
258065	988	1.0	
258065	1019	1.0	
261362	978	1.0	SONDE FOLEY BIOCATH 12
261362	977	1.0	SONDE FOLEY BIOCATH 12
261362	995	1.0	126150
261362	1012	1.0	2265.12
261362	993	1.0	
261362	1011	1.0	
261362	1047	1.0	
261362	989	1.0	
261362	957	1.0	
261362	961	1.0	
261362	965	1.0	
261362	987	1.0	
261362	986	1.0	
261362	988	1.0	
261362	1019	1.0	
258066	978	1.0	
258066	977	1.0	
258066	995	1.0	
258066	1012	1.0	
258066	993	1.0	
258066	1011	1.0	
258066	1047	1.0	
258066	989	1.0	
258066	957	1.0	
258066	961	1.0	
258066	965	1.0	
258066	987	1.0	
258066	986	1.0	
258066	988	1.0	
258066	1019	1.0	
261363	978	1.0	SONDE FOLEY BIOCATH 14
